date,hour,weekday,month,load,Temp
1/1/2004,1,4,1,136233.0,44.0
1/1/2004,2,4,1,133055.0,42.0
1/1/2004,3,4,1,128608.0,40.0
1/1/2004,4,4,1,126791.0,36.0
1/1/2004,5,4,1,127692.0,34.0
1/1/2004,6,4,1,130805.0,32.0
1/1/2004,7,4,1,136743.0,30.0
1/1/2004,8,4,1,142741.0,30.0
1/1/2004,9,4,1,150997.0,30.0
1/1/2004,10,4,1,153165.0,32.0
1/1/2004,11,4,1,156573.0,44.0
1/1/2004,12,4,1,156195.0,49.0
1/1/2004,13,4,1,152713.0,51.0
1/1/2004,14,4,1,143818.0,52.0
1/1/2004,15,4,1,137770.0,52.0
1/1/2004,16,4,1,136849.0,52.0
1/1/2004,17,4,1,145842.0,51.0
1/1/2004,18,4,1,167715.0,48.0
1/1/2004,19,4,1,170321.0,45.0
1/1/2004,20,4,1,169230.0,35.0
1/1/2004,21,4,1,165470.0,34.0
1/1/2004,22,4,1,158587.0,30.0
1/1/2004,23,4,1,148592.0,30.0
1/1/2004,24,4,1,138138.0,30.0
2/1/2004,1,5,1,133206.0,32.0
2/1/2004,2,5,1,131970.0,33.0
2/1/2004,3,5,1,131833.0,35.0
2/1/2004,4,5,1,133152.0,39.0
2/1/2004,5,5,1,135687.0,41.0
2/1/2004,6,5,1,147333.0,42.0
2/1/2004,7,5,1,159938.0,42.0
2/1/2004,8,5,1,174799.0,43.0
2/1/2004,9,5,1,183919.0,43.0
2/1/2004,10,5,1,191603.0,43.0
2/1/2004,11,5,1,191504.0,44.0
2/1/2004,12,5,1,188829.0,44.0
2/1/2004,13,5,1,183679.0,45.0
2/1/2004,14,5,1,177986.0,46.0
2/1/2004,15,5,1,170858.0,47.0
2/1/2004,16,5,1,164906.0,49.0
2/1/2004,17,5,1,170406.0,49.0
2/1/2004,18,5,1,186656.0,47.0
2/1/2004,19,5,1,187129.0,45.0
2/1/2004,20,5,1,183625.0,42.0
2/1/2004,21,5,1,179310.0,41.0
2/1/2004,22,5,1,170867.0,41.0
2/1/2004,23,5,1,160145.0,41.0
2/1/2004,24,5,1,149442.0,38.0
3/1/2004,1,6,1,140467.0,41.0
3/1/2004,2,6,1,134189.0,40.0
3/1/2004,3,6,1,133364.0,42.0
3/1/2004,4,6,1,130546.0,42.0
3/1/2004,5,6,1,133478.0,43.0
3/1/2004,6,6,1,137511.0,45.0
3/1/2004,7,6,1,145457.0,41.0
3/1/2004,8,6,1,155456.0,45.0
3/1/2004,9,6,1,164651.0,46.0
3/1/2004,10,6,1,170510.0,48.0
3/1/2004,11,6,1,169762.0,51.0
3/1/2004,12,6,1,166091.0,53.0
3/1/2004,13,6,1,158514.0,58.0
3/1/2004,14,6,1,151719.0,62.0
3/1/2004,15,6,1,146269.0,66.0
3/1/2004,16,6,1,144333.0,68.0
3/1/2004,17,6,1,149686.0,63.0
3/1/2004,18,6,1,162912.0,64.0
3/1/2004,19,6,1,164380.0,59.0
3/1/2004,20,6,1,159526.0,58.0
3/1/2004,21,6,1,155928.0,59.0
3/1/2004,22,6,1,149321.0,59.0
3/1/2004,23,6,1,139951.0,59.0
3/1/2004,24,6,1,128685.0,58.0
4/1/2004,1,7,1,117349.0,57.0
4/1/2004,2,7,1,113450.0,58.0
4/1/2004,3,7,1,111353.0,58.0
4/1/2004,4,7,1,109191.0,58.0
