date,day,hour,load,month,weekday,zone,Temp
1/1/2004,1,1,"133,088",1,4,6,44.0
1/1/2004,1,2,"129,909",1,4,6,43.0
1/1/2004,1,3,"125,717",1,4,6,42.0
1/1/2004,1,4,"124,162",1,4,6,38.0
1/1/2004,1,5,"125,320",1,4,6,38.0
1/1/2004,1,6,"128,558",1,4,6,37.0
1/1/2004,1,7,"134,526",1,4,6,36.0
1/1/2004,1,8,"140,593",1,4,6,36.0
1/1/2004,1,9,"149,131",1,4,6,38.0
1/1/2004,1,10,"151,466",1,4,6,44.0
1/1/2004,1,11,"154,523",1,4,6,52.0
1/1/2004,1,12,"153,673",1,4,6,55.0
1/1/2004,1,13,"149,849",1,4,6,58.0
1/1/2004,1,14,"140,720",1,4,6,60.0
1/1/2004,1,15,"134,540",1,4,6,60.0
1/1/2004,1,16,"133,465",1,4,6,60.0
1/1/2004,1,17,"142,383",1,4,6,59.0
1/1/2004,1,18,"164,093",1,4,6,53.0
1/1/2004,1,19,"167,029",1,4,6,46.0
1/1/2004,1,20,"165,945",1,4,6,44.0
1/1/2004,1,21,"162,126",1,4,6,45.0
1/1/2004,1,22,"155,197",1,4,6,43.0
1/1/2004,1,23,"145,018",1,4,6,43.0
1/1/2004,1,24,"134,360",1,4,6,45.0
2/1/2004,2,1,"129,356",1,5,6,46.0
2/1/2004,2,2,"127,985",1,5,6,47.0
2/1/2004,2,3,"127,900",1,5,6,47.0
2/1/2004,2,4,"129,137",1,5,6,46.0
2/1/2004,2,5,"131,714",1,5,6,47.0
2/1/2004,2,6,"143,025",1,5,6,45.0
2/1/2004,2,7,"155,296",1,5,6,44.0
2/1/2004,2,8,"169,714",1,5,6,44.0
2/1/2004,2,9,"178,553",1,5,6,46.0
2/1/2004,2,10,"185,717",1,5,6,48.0
2/1/2004,2,11,"185,481",1,5,6,49.0
2/1/2004,2,12,"182,652",1,5,6,52.0
2/1/2004,2,13,"177,346",1,5,6,54.0
2/1/2004,2,14,"171,757",1,5,6,56.0
2/1/2004,2,15,"165,004",1,5,6,59.0
2/1/2004,2,16,"159,076",1,5,6,61.0
2/1/2004,2,17,"164,546",1,5,6,60.0
2/1/2004,2,18,"181,183",1,5,6,58.0
2/1/2004,2,19,"182,141",1,5,6,55.0
2/1/2004,2,20,"178,791",1,5,6,53.0
2/1/2004,2,21,"174,563",1,5,6,51.0
2/1/2004,2,22,"166,209",1,5,6,49.0
2/1/2004,2,23,"155,580",1,5,6,50.0
2/1/2004,2,24,"144,824",1,5,6,50.0
3/1/2004,3,1,"135,832",1,6,6,47.0
3/1/2004,3,2,"129,717",1,6,6,50.0
3/1/2004,3,3,"128,887",1,6,6,48.0
3/1/2004,3,4,"126,234",1,6,6,47.0
3/1/2004,3,5,"129,022",1,6,6,44.0
3/1/2004,3,6,"133,044",1,6,6,42.0
3/1/2004,3,7,"140,902",1,6,6,44.0
3/1/2004,3,8,"151,040",1,6,6,42.0
3/1/2004,3,9,"160,499",1,6,6,44.0
3/1/2004,3,10,"165,966",1,6,6,51.0
3/1/2004,3,11,"165,048",1,6,6,57.0
3/1/2004,3,12,"161,086",1,6,6,62.0
3/1/2004,3,13,"153,515",1,6,6,68.0
3/1/2004,3,14,"146,731",1,6,6,71.0
3/1/2004,3,15,"141,227",1,6,6,72.0
3/1/2004,3,16,"139,341",1,6,6,72.0
3/1/2004,3,17,"144,866",1,6,6,71.0
3/1/2004,3,18,"158,190",1,6,6,66.0
3/1/2004,3,19,"160,026",1,6,6,63.0
3/1/2004,3,20,"155,212",1,6,6,62.0
3/1/2004,3,21,"151,449",1,6,6,60.0
3/1/2004,3,22,"144,783",1,6,6,60.0
3/1/2004,3,23,"135,404",1,6,6,58.0
3/1/2004,3,24,"124,183",1,6,6,60.0
4/1/2004,4,1,"112,912",1,7,6,61.0
4/1/2004,4,2,"108,978",1,7,6,60.0
4/1/2004,4,3,"106,897",1,7,6,60.0
4/1/2004,4,4,"104,860",1,7,6,60.0
4/1/2004,4,5,"105,951",1,7,6,60.0
4/1/2004,4,6,"107,414",1,7,6,60.0
4/1/2004,4,7,"114,449",1,7,6,60.0
4/1/2004,4,8,"125,231",1,7,6,58.0
4/1/2004,4,9,"137,091",1,7,6,59.0
4/1/2004,4,10,"147,104",1,7,6,60.0
4/1/2004,4,11,"145,666",1,7,6,64.0
4/1/2004,4,12,"144,249",1,7,6,67.0
4/1/2004,4,13,"145,924",1,7,6,68.0
4/1/2004,4,14,"143,676",1,7,6,68.0
4/1/2004,4,15,"144,951",1,7,6,69.0
4/1/2004,4,16,"147,298",1,7,6,69.0
4/1/2004,4,17,"156,525",1,7,6,69.0
4/1/2004,4,18,"168,813",1,7,6,67.0
4/1/2004,4,19,"170,520",1,7,6,65.0
4/1/2004,4,20,"167,255",1,7,6,62.0
4/1/2004,4,21,"164,056",1,7,6,60.0
4/1/2004,4,22,"157,710",1,7,6,62.0
4/1/2004,4,23,"145,596",1,7,6,63.0
4/1/2004,4,24,"134,173",1,7,6,63.0
5/1/2004,5,1,"129,493",1,1,6,64.0
5/1/2004,5,2,"127,630",1,1,6,63.0
5/1/2004,5,3,"128,286",1,1,6,63.0
5/1/2004,5,4,"132,237",1,1,6,63.0
5/1/2004,5,5,"136,488",1,1,6,63.0
5/1/2004,5,6,"153,298",1,1,6,64.0
5/1/2004,5,7,"179,759",1,1,6,65.0
5/1/2004,5,8,"191,699",1,1,6,65.0
5/1/2004,5,9,"189,608",1,1,6,64.0
5/1/2004,5,10,"188,735",1,1,6,65.0
5/1/2004,5,11,"190,366",1,1,6,66.0
5/1/2004,5,12,"186,468",1,1,6,66.0
5/1/2004,5,13,"185,786",1,1,6,65.0
5/1/2004,5,14,"184,498",1,1,6,65.0
5/1/2004,5,15,"181,115",1,1,6,66.0
5/1/2004,5,16,"180,990",1,1,6,66.0
5/1/2004,5,17,"185,692",1,1,6,63.0
5/1/2004,5,18,"201,541",1,1,6,60.0
5/1/2004,5,19,"206,977",1,1,6,59.0
5/1/2004,5,20,"205,767",1,1,6,57.0
5/1/2004,5,21,"200,838",1,1,6,56.0
5/1/2004,5,22,"192,383",1,1,6,54.0
5/1/2004,5,23,"179,008",1,1,6,52.0
5/1/2004,5,24,"165,664",1,1,6,47.0
6/1/2004,6,1,"159,440",1,2,6,45.0
6/1/2004,6,2,"159,337",1,2,6,44.0
6/1/2004,6,3,"158,598",1,2,6,42.0
6/1/2004,6,4,"160,517",1,2,6,41.0
6/1/2004,6,5,"167,061",1,2,6,40.0
6/1/2004,6,6,"184,160",1,2,6,39.0
6/1/2004,6,7,"209,593",1,2,6,35.0
6/1/2004,6,8,"222,170",1,2,6,36.0
6/1/2004,6,9,"214,484",1,2,6,36.0
6/1/2004,6,10,"212,350",1,2,6,37.0
6/1/2004,6,11,"209,489",1,2,6,40.0
6/1/2004,6,12,"204,751",1,2,6,41.0
6/1/2004,6,13,"203,443",1,2,6,42.0
6/1/2004,6,14,"201,942",1,2,6,43.0
6/1/2004,6,15,"199,916",1,2,6,43.0
6/1/2004,6,16,"200,240",1,2,6,44.0
6/1/2004,6,17,"211,440",1,2,6,42.0
6/1/2004,6,18,"239,165",1,2,6,39.0
6/1/2004,6,19,"245,175",1,2,6,37.0
6/1/2004,6,20,"245,957",1,2,6,35.0
6/1/2004,6,21,"242,675",1,2,6,32.0
6/1/2004,6,22,"236,011",1,2,6,30.0
6/1/2004,6,23,"223,738",1,2,6,28.0
6/1/2004,6,24,"211,664",1,2,6,27.0
7/1/2004,7,1,"208,885",1,3,6,25.0
7/1/2004,7,2,"208,883",1,3,6,25.0
7/1/2004,7,3,"209,359",1,3,6,24.0
7/1/2004,7,4,"213,597",1,3,6,23.0
7/1/2004,7,5,"220,461",1,3,6,22.0
7/1/2004,7,6,"237,208",1,3,6,22.0
7/1/2004,7,7,"263,209",1,3,6,21.0
7/1/2004,7,8,"271,424",1,3,6,20.0
7/1/2004,7,9,"258,643",1,3,6,20.0
7/1/2004,7,10,"249,818",1,3,6,23.0
7/1/2004,7,11,"243,903",1,3,6,24.0
7/1/2004,7,12,"235,610",1,3,6,27.0
7/1/2004,7,13,"228,430",1,3,6,29.0
7/1/2004,7,14,"222,840",1,3,6,31.0
7/1/2004,7,15,"218,913",1,3,6,32.0
7/1/2004,7,16,"220,267",1,3,6,33.0
7/1/2004,7,17,"228,173",1,3,6,32.0
7/1/2004,7,18,"254,457",1,3,6,32.0
7/1/2004,7,19,"254,193",1,3,6,30.0
7/1/2004,7,20,"254,834",1,3,6,29.0
7/1/2004,7,21,"253,161",1,3,6,29.0
7/1/2004,7,22,"240,726",1,3,6,28.0
7/1/2004,7,23,"225,693",1,3,6,27.0
7/1/2004,7,24,"211,903",1,3,6,27.0
8/1/2004,8,1,"209,620",1,4,6,25.0
8/1/2004,8,2,"207,493",1,4,6,26.0
8/1/2004,8,3,"208,146",1,4,6,25.0
8/1/2004,8,4,"210,452",1,4,6,26.0
8/1/2004,8,5,"217,205",1,4,6,27.0
8/1/2004,8,6,"233,413",1,4,6,25.0
8/1/2004,8,7,"256,028",1,4,6,25.0
8/1/2004,8,8,"268,282",1,4,6,25.0
8/1/2004,8,9,"255,925",1,4,6,24.0
8/1/2004,8,10,"245,375",1,4,6,28.0
8/1/2004,8,11,"235,714",1,4,6,31.0
8/1/2004,8,12,"229,263",1,4,6,34.0
8/1/2004,8,13,"226,410",1,4,6,35.0
8/1/2004,8,14,"224,060",1,4,6,35.0
8/1/2004,8,15,"222,447",1,4,6,35.0
8/1/2004,8,16,"223,063",1,4,6,35.0
8/1/2004,8,17,"229,512",1,4,6,35.0
8/1/2004,8,18,"242,809",1,4,6,34.0
8/1/2004,8,19,"242,824",1,4,6,31.0
8/1/2004,8,20,"240,466",1,4,6,30.0
8/1/2004,8,21,"233,967",1,4,6,30.0
8/1/2004,8,22,"220,921",1,4,6,30.0
8/1/2004,8,23,"204,757",1,4,6,30.0
8/1/2004,8,24,"190,501",1,4,6,30.0
9/1/2004,9,1,"183,188",1,5,6,30.0
9/1/2004,9,2,"178,789",1,5,6,30.0
9/1/2004,9,3,"179,619",1,5,6,30.0
9/1/2004,9,4,"180,570",1,5,6,30.0
9/1/2004,9,5,"187,994",1,5,6,30.0
9/1/2004,9,6,"201,717",1,5,6,30.0
9/1/2004,9,7,"222,525",1,5,6,29.0
9/1/2004,9,8,"231,944",1,5,6,30.0
9/1/2004,9,9,"233,119",1,5,6,29.0
9/1/2004,9,10,"232,764",1,5,6,30.0
9/1/2004,9,11,"228,690",1,5,6,30.0
9/1/2004,9,12,"224,606",1,5,6,32.0
9/1/2004,9,13,"218,779",1,5,6,32.0
9/1/2004,9,14,"215,896",1,5,6,32.0
9/1/2004,9,15,"210,948",1,5,6,32.0
9/1/2004,9,16,"212,239",1,5,6,32.0
9/1/2004,9,17,"214,080",1,5,6,31.0
9/1/2004,9,18,"234,570",1,5,6,31.0
9/1/2004,9,19,"238,186",1,5,6,31.0
9/1/2004,9,20,"236,139",1,5,6,30.0
9/1/2004,9,21,"233,629",1,5,6,29.0
9/1/2004,9,22,"230,932",1,5,6,28.0
9/1/2004,9,23,"225,000",1,5,6,28.0
9/1/2004,9,24,"213,798",1,5,6,27.0
10/1/2004,10,1,"211,123",1,6,6,27.0
10/1/2004,10,2,"211,372",1,6,6,26.0
10/1/2004,10,3,"213,898",1,6,6,25.0
10/1/2004,10,4,"216,512",1,6,6,23.0
10/1/2004,10,5,"220,851",1,6,6,22.0
10/1/2004,10,6,"230,427",1,6,6,20.0
10/1/2004,10,7,"240,579",1,6,6,19.0
10/1/2004,10,8,"252,219",1,6,6,17.0
10/1/2004,10,9,"263,386",1,6,6,17.0
10/1/2004,10,10,"262,751",1,6,6,17.0
10/1/2004,10,11,"262,032",1,6,6,19.0
10/1/2004,10,12,"246,045",1,6,6,20.0
10/1/2004,10,13,"236,091",1,6,6,22.0
10/1/2004,10,14,"226,864",1,6,6,23.0
10/1/2004,10,15,"220,386",1,6,6,24.0
10/1/2004,10,16,"217,034",1,6,6,24.0
10/1/2004,10,17,"225,267",1,6,6,24.0
10/1/2004,10,18,"247,910",1,6,6,24.0
10/1/2004,10,19,"251,354",1,6,6,21.0
10/1/2004,10,20,"247,763",1,6,6,19.0
10/1/2004,10,21,"247,243",1,6,6,17.0
10/1/2004,10,22,"242,766",1,6,6,17.0
10/1/2004,10,23,"233,542",1,6,6,15.0
10/1/2004,10,24,"221,939",1,6,6,14.0
11/1/2004,11,1,"217,959",1,7,6,13.0
