date,hour,weekday,month,load,Temp
1/1/2004,1,4,1,133088.0,44.0
1/1/2004,2,4,1,129909.0,43.0
1/1/2004,3,4,1,125717.0,42.0
1/1/2004,4,4,1,124162.0,38.0
1/1/2004,5,4,1,125320.0,38.0
1/1/2004,6,4,1,128558.0,37.0
1/1/2004,7,4,1,134526.0,36.0
1/1/2004,8,4,1,140593.0,36.0
1/1/2004,9,4,1,149131.0,38.0
1/1/2004,10,4,1,151466.0,44.0
1/1/2004,11,4,1,154523.0,52.0
1/1/2004,12,4,1,153673.0,55.0
1/1/2004,13,4,1,149849.0,58.0
1/1/2004,14,4,1,140720.0,60.0
1/1/2004,15,4,1,134540.0,60.0
1/1/2004,16,4,1,133465.0,60.0
1/1/2004,17,4,1,142383.0,59.0
1/1/2004,18,4,1,164093.0,53.0
1/1/2004,19,4,1,167029.0,46.0
1/1/2004,20,4,1,165945.0,44.0
1/1/2004,21,4,1,162126.0,45.0
1/1/2004,22,4,1,155197.0,43.0
1/1/2004,23,4,1,145018.0,43.0
1/1/2004,24,4,1,134360.0,45.0
2/1/2004,1,5,1,129356.0,46.0
2/1/2004,2,5,1,127985.0,47.0
2/1/2004,3,5,1,127900.0,47.0
2/1/2004,4,5,1,129137.0,46.0
2/1/2004,5,5,1,131714.0,47.0
2/1/2004,6,5,1,143025.0,45.0
2/1/2004,7,5,1,155296.0,44.0
2/1/2004,8,5,1,169714.0,44.0
2/1/2004,9,5,1,178553.0,46.0
2/1/2004,10,5,1,185717.0,48.0
2/1/2004,11,5,1,185481.0,49.0
2/1/2004,12,5,1,182652.0,52.0
2/1/2004,13,5,1,177346.0,54.0
2/1/2004,14,5,1,171757.0,56.0
2/1/2004,15,5,1,165004.0,59.0
2/1/2004,16,5,1,159076.0,61.0
2/1/2004,17,5,1,164546.0,60.0
2/1/2004,18,5,1,181183.0,58.0
2/1/2004,19,5,1,182141.0,55.0
2/1/2004,20,5,1,178791.0,53.0
2/1/2004,21,5,1,174563.0,51.0
2/1/2004,22,5,1,166209.0,49.0
2/1/2004,23,5,1,155580.0,50.0
2/1/2004,24,5,1,144824.0,50.0
3/1/2004,1,6,1,135832.0,47.0
3/1/2004,2,6,1,129717.0,50.0
3/1/2004,3,6,1,128887.0,48.0
3/1/2004,4,6,1,126234.0,47.0
3/1/2004,5,6,1,129022.0,44.0
3/1/2004,6,6,1,133044.0,42.0
3/1/2004,7,6,1,140902.0,44.0
3/1/2004,8,6,1,151040.0,42.0
3/1/2004,9,6,1,160499.0,44.0
3/1/2004,10,6,1,165966.0,51.0
3/1/2004,11,6,1,165048.0,57.0
3/1/2004,12,6,1,161086.0,62.0
3/1/2004,13,6,1,153515.0,68.0
3/1/2004,14,6,1,146731.0,71.0
3/1/2004,15,6,1,141227.0,72.0
3/1/2004,16,6,1,139341.0,72.0
3/1/2004,17,6,1,144866.0,71.0
3/1/2004,18,6,1,158190.0,66.0
3/1/2004,19,6,1,160026.0,63.0
3/1/2004,20,6,1,155212.0,62.0
3/1/2004,21,6,1,151449.0,60.0
3/1/2004,22,6,1,144783.0,60.0
3/1/2004,23,6,1,135404.0,58.0
3/1/2004,24,6,1,124183.0,60.0
4/1/2004,1,7,1,112912.0,61.0
4/1/2004,2,7,1,108978.0,60.0
4/1/2004,3,7,1,106897.0,60.0
4/1/2004,4,7,1,104860.0,60.0
4/1/2004,5,7,1,105951.0,60.0
4/1/2004,6,7,1,107414.0,60.0
4/1/2004,7,7,1,114449.0,60.0
4/1/2004,8,7,1,125231.0,58.0
4/1/2004,9,7,1,137091.0,59.0
4/1/2004,10,7,1,147104.0,60.0
4/1/2004,11,7,1,145666.0,64.0
4/1/2004,12,7,1,144249.0,67.0
4/1/2004,13,7,1,145924.0,68.0
4/1/2004,14,7,1,143676.0,68.0
4/1/2004,15,7,1,144951.0,69.0
4/1/2004,16,7,1,147298.0,69.0
4/1/2004,17,7,1,156525.0,69.0
4/1/2004,18,7,1,168813.0,67.0
4/1/2004,19,7,1,170520.0,65.0
4/1/2004,20,7,1,167255.0,62.0
4/1/2004,21,7,1,164056.0,60.0
4/1/2004,22,7,1,157710.0,62.0
4/1/2004,23,7,1,145596.0,63.0
4/1/2004,24,7,1,134173.0,63.0
5/1/2004,1,1,1,129493.0,64.0
5/1/2004,2,1,1,127630.0,63.0
5/1/2004,3,1,1,128286.0,63.0
5/1/2004,4,1,1,132237.0,63.0
5/1/2004,5,1,1,136488.0,63.0
5/1/2004,6,1,1,153298.0,64.0
5/1/2004,7,1,1,179759.0,65.0
5/1/2004,8,1,1,191699.0,65.0
5/1/2004,9,1,1,189608.0,64.0
5/1/2004,10,1,1,188735.0,65.0
5/1/2004,11,1,1,190366.0,66.0
5/1/2004,12,1,1,186468.0,66.0
5/1/2004,13,1,1,185786.0,65.0
5/1/2004,14,1,1,184498.0,65.0
5/1/2004,15,1,1,181115.0,66.0
5/1/2004,16,1,1,180990.0,66.0
5/1/2004,17,1,1,185692.0,63.0
5/1/2004,18,1,1,201541.0,60.0
