date,day,hour,load,month,weekday,zone,Temp
1/1/2004,1,1,"23,339",1,4,10,42.0
1/1/2004,1,2,"22,100",1,4,10,43.0
1/1/2004,1,3,"21,376",1,4,10,43.0
1/1/2004,1,4,"21,335",1,4,10,39.0
1/1/2004,1,5,"21,564",1,4,10,35.0
1/1/2004,1,6,"22,241",1,4,10,35.0
1/1/2004,1,7,"22,937",1,4,10,33.0
1/1/2004,1,8,"23,666",1,4,10,33.0
1/1/2004,1,9,"24,110",1,4,10,35.0
1/1/2004,1,10,"24,116",1,4,10,42.0
1/1/2004,1,11,"23,718",1,4,10,51.0
1/1/2004,1,12,"22,770",1,4,10,55.0
1/1/2004,1,13,"21,866",1,4,10,59.0
1/1/2004,1,14,"20,771",1,4,10,60.0
1/1/2004,1,15,"20,122",1,4,10,61.0
1/1/2004,1,16,"20,073",1,4,10,62.0
1/1/2004,1,17,"21,130",1,4,10,59.0
1/1/2004,1,18,"24,825",1,4,10,53.0
1/1/2004,1,19,"26,427",1,4,10,46.0
1/1/2004,1,20,"26,461",1,4,10,43.0
1/1/2004,1,21,"26,200",1,4,10,44.0
1/1/2004,1,22,"25,378",1,4,10,42.0
1/1/2004,1,23,"23,826",1,4,10,44.0
1/1/2004,1,24,"22,026",1,4,10,46.0
2/1/2004,2,1,"20,564",1,5,10,47.0
2/1/2004,2,2,"20,121",1,5,10,48.0
2/1/2004,2,3,"19,764",1,5,10,48.0
2/1/2004,2,4,"19,683",1,5,10,48.0
2/1/2004,2,5,"20,647",1,5,10,47.0
2/1/2004,2,6,"22,806",1,5,10,46.0
2/1/2004,2,7,"24,602",1,5,10,47.0
2/1/2004,2,8,"26,422",1,5,10,46.0
2/1/2004,2,9,"27,309",1,5,10,46.0
2/1/2004,2,10,"28,473",1,5,10,47.0
2/1/2004,2,11,"28,774",1,5,10,49.0
2/1/2004,2,12,"28,102",1,5,10,52.0
2/1/2004,2,13,"26,392",1,5,10,53.0
2/1/2004,2,14,"25,394",1,5,10,55.0
2/1/2004,2,15,"25,164",1,5,10,58.0
2/1/2004,2,16,"25,033",1,5,10,58.0
2/1/2004,2,17,"25,784",1,5,10,58.0
2/1/2004,2,18,"28,994",1,5,10,56.0
2/1/2004,2,19,"30,139",1,5,10,52.0
2/1/2004,2,20,"29,436",1,5,10,50.0
2/1/2004,2,21,"28,756",1,5,10,48.0
2/1/2004,2,22,"28,097",1,5,10,47.0
2/1/2004,2,23,"26,696",1,5,10,48.0
2/1/2004,2,24,"24,589",1,5,10,49.0
3/1/2004,3,1,"22,748",1,6,10,48.0
3/1/2004,3,2,"21,455",1,6,10,49.0
3/1/2004,3,3,"20,959",1,6,10,46.0
3/1/2004,3,4,"20,532",1,6,10,46.0
3/1/2004,3,5,"21,449",1,6,10,44.0
3/1/2004,3,6,"22,975",1,6,10,41.0
3/1/2004,3,7,"24,173",1,6,10,43.0
3/1/2004,3,8,"25,211",1,6,10,44.0
3/1/2004,3,9,"26,301",1,6,10,46.0
3/1/2004,3,10,"26,440",1,6,10,51.0
3/1/2004,3,11,"26,496",1,6,10,58.0
3/1/2004,3,12,"25,105",1,6,10,63.0
3/1/2004,3,13,"23,758",1,6,10,68.0
3/1/2004,3,14,"22,725",1,6,10,71.0
3/1/2004,3,15,"21,907",1,6,10,73.0
3/1/2004,3,16,"21,586",1,6,10,73.0
3/1/2004,3,17,"21,685",1,6,10,72.0
3/1/2004,3,18,"24,175",1,6,10,67.0
3/1/2004,3,19,"24,618",1,6,10,64.0
3/1/2004,3,20,"23,812",1,6,10,62.0
3/1/2004,3,21,"23,097",1,6,10,61.0
3/1/2004,3,22,"21,471",1,6,10,61.0
3/1/2004,3,23,"19,695",1,6,10,60.0
3/1/2004,3,24,"17,957",1,6,10,61.0
4/1/2004,4,1,"16,657",1,7,10,62.0
4/1/2004,4,2,"15,766",1,7,10,61.0
4/1/2004,4,3,"15,095",1,7,10,61.0
4/1/2004,4,4,"14,790",1,7,10,61.0
4/1/2004,4,5,"14,949",1,7,10,61.0
4/1/2004,4,6,"15,181",1,7,10,61.0
4/1/2004,4,7,"15,794",1,7,10,60.0
4/1/2004,4,8,"16,953",1,7,10,60.0
4/1/2004,4,9,"18,469",1,7,10,60.0
4/1/2004,4,10,"19,453",1,7,10,62.0
4/1/2004,4,11,"19,007",1,7,10,64.0
4/1/2004,4,12,"17,709",1,7,10,68.0
4/1/2004,4,13,"17,381",1,7,10,69.0
4/1/2004,4,14,"17,080",1,7,10,69.0
4/1/2004,4,15,"16,766",1,7,10,70.0
4/1/2004,4,16,"16,644",1,7,10,70.0
4/1/2004,4,17,"17,592",1,7,10,70.0
4/1/2004,4,18,"20,547",1,7,10,69.0
4/1/2004,4,19,"21,341",1,7,10,66.0
4/1/2004,4,20,"20,702",1,7,10,64.0
4/1/2004,4,21,"20,514",1,7,10,63.0
