date,day,hour,load,month,weekday,zone,Temp
1/1/2004,1,1,"136,233",1,4,3,44.0
1/1/2004,1,2,"133,055",1,4,3,42.0
1/1/2004,1,3,"128,608",1,4,3,40.0
1/1/2004,1,4,"126,791",1,4,3,36.0
1/1/2004,1,5,"127,692",1,4,3,34.0
1/1/2004,1,6,"130,805",1,4,3,32.0
1/1/2004,1,7,"136,743",1,4,3,30.0
1/1/2004,1,8,"142,741",1,4,3,30.0
1/1/2004,1,9,"150,997",1,4,3,30.0
1/1/2004,1,10,"153,165",1,4,3,32.0
1/1/2004,1,11,"156,573",1,4,3,44.0
1/1/2004,1,12,"156,195",1,4,3,49.0
1/1/2004,1,13,"152,713",1,4,3,51.0
1/1/2004,1,14,"143,818",1,4,3,52.0
1/1/2004,1,15,"137,770",1,4,3,52.0
1/1/2004,1,16,"136,849",1,4,3,52.0
1/1/2004,1,17,"145,842",1,4,3,51.0
1/1/2004,1,18,"167,715",1,4,3,48.0
1/1/2004,1,19,"170,321",1,4,3,45.0
1/1/2004,1,20,"169,230",1,4,3,35.0
1/1/2004,1,21,"165,470",1,4,3,34.0
1/1/2004,1,22,"158,587",1,4,3,30.0
1/1/2004,1,23,"148,592",1,4,3,30.0
1/1/2004,1,24,"138,138",1,4,3,30.0
2/1/2004,2,1,"133,206",1,5,3,32.0
2/1/2004,2,2,"131,970",1,5,3,33.0
2/1/2004,2,3,"131,833",1,5,3,35.0
2/1/2004,2,4,"133,152",1,5,3,39.0
2/1/2004,2,5,"135,687",1,5,3,41.0
2/1/2004,2,6,"147,333",1,5,3,42.0
2/1/2004,2,7,"159,938",1,5,3,42.0
2/1/2004,2,8,"174,799",1,5,3,43.0
2/1/2004,2,9,"183,919",1,5,3,43.0
2/1/2004,2,10,"191,603",1,5,3,43.0
2/1/2004,2,11,"191,504",1,5,3,44.0
2/1/2004,2,12,"188,829",1,5,3,44.0
2/1/2004,2,13,"183,679",1,5,3,45.0
2/1/2004,2,14,"177,986",1,5,3,46.0
2/1/2004,2,15,"170,858",1,5,3,47.0
2/1/2004,2,16,"164,906",1,5,3,49.0
2/1/2004,2,17,"170,406",1,5,3,49.0
2/1/2004,2,18,"186,656",1,5,3,47.0
2/1/2004,2,19,"187,129",1,5,3,45.0
2/1/2004,2,20,"183,625",1,5,3,42.0
2/1/2004,2,21,"179,310",1,5,3,41.0
2/1/2004,2,22,"170,867",1,5,3,41.0
2/1/2004,2,23,"160,145",1,5,3,41.0
2/1/2004,2,24,"149,442",1,5,3,38.0
3/1/2004,3,1,"140,467",1,6,3,41.0
3/1/2004,3,2,"134,189",1,6,3,40.0
3/1/2004,3,3,"133,364",1,6,3,42.0
3/1/2004,3,4,"130,546",1,6,3,42.0
3/1/2004,3,5,"133,478",1,6,3,43.0
3/1/2004,3,6,"137,511",1,6,3,45.0
3/1/2004,3,7,"145,457",1,6,3,41.0
3/1/2004,3,8,"155,456",1,6,3,45.0
3/1/2004,3,9,"164,651",1,6,3,46.0
3/1/2004,3,10,"170,510",1,6,3,48.0
3/1/2004,3,11,"169,762",1,6,3,51.0
3/1/2004,3,12,"166,091",1,6,3,53.0
3/1/2004,3,13,"158,514",1,6,3,58.0
3/1/2004,3,14,"151,719",1,6,3,62.0
3/1/2004,3,15,"146,269",1,6,3,66.0
3/1/2004,3,16,"144,333",1,6,3,68.0
3/1/2004,3,17,"149,686",1,6,3,63.0
3/1/2004,3,18,"162,912",1,6,3,64.0
3/1/2004,3,19,"164,380",1,6,3,59.0
3/1/2004,3,20,"159,526",1,6,3,58.0
3/1/2004,3,21,"155,928",1,6,3,59.0
3/1/2004,3,22,"149,321",1,6,3,59.0
3/1/2004,3,23,"139,951",1,6,3,59.0
3/1/2004,3,24,"128,685",1,6,3,58.0
4/1/2004,4,1,"117,349",1,7,3,57.0
4/1/2004,4,2,"113,450",1,7,3,58.0
4/1/2004,4,3,"111,353",1,7,3,58.0
4/1/2004,4,4,"109,191",1,7,3,58.0
4/1/2004,4,5,"110,403",1,7,3,56.0
4/1/2004,4,6,"111,784",1,7,3,55.0
4/1/2004,4,7,"119,002",1,7,3,55.0
4/1/2004,4,8,"129,701",1,7,3,55.0
4/1/2004,4,9,"141,232",1,7,3,55.0
4/1/2004,4,10,"151,333",1,7,3,56.0
4/1/2004,4,11,"150,072",1,7,3,58.0
4/1/2004,4,12,"148,846",1,7,3,60.0
4/1/2004,4,13,"150,862",1,7,3,63.0
4/1/2004,4,14,"148,651",1,7,3,65.0
4/1/2004,4,15,"150,198",1,7,3,65.0
4/1/2004,4,16,"152,633",1,7,3,64.0
4/1/2004,4,17,"161,967",1,7,3,62.0
4/1/2004,4,18,"173,938",1,7,3,61.0
4/1/2004,4,19,"175,311",1,7,3,59.0
4/1/2004,4,20,"172,162",1,7,3,56.0
4/1/2004,4,21,"169,199",1,7,3,55.0
4/1/2004,4,22,"163,409",1,7,3,48.0
4/1/2004,4,23,"151,335",1,7,3,48.0
4/1/2004,4,24,"139,877",1,7,3,47.0
5/1/2004,5,1,"135,318",1,1,3,47.0
5/1/2004,5,2,"133,486",1,1,3,45.0
5/1/2004,5,3,"134,101",1,1,3,45.0
5/1/2004,5,4,"138,060",1,1,3,45.0
5/1/2004,5,5,"142,135",1,1,3,47.0
5/1/2004,5,6,"159,236",1,1,3,55.0
5/1/2004,5,7,"186,177",1,1,3,54.0
5/1/2004,5,8,"199,077",1,1,3,55.0
5/1/2004,5,9,"197,255",1,1,3,53.0
5/1/2004,5,10,"196,273",1,1,3,55.0
5/1/2004,5,11,"197,965",1,1,3,55.0
5/1/2004,5,12,"193,921",1,1,3,53.0
5/1/2004,5,13,"193,220",1,1,3,53.0
5/1/2004,5,14,"191,999",1,1,3,54.0
5/1/2004,5,15,"188,427",1,1,3,48.0
5/1/2004,5,16,"188,172",1,1,3,49.0
5/1/2004,5,17,"192,415",1,1,3,52.0
5/1/2004,5,18,"208,289",1,1,3,51.0
5/1/2004,5,19,"213,561",1,1,3,48.0
5/1/2004,5,20,"212,254",1,1,3,47.0
5/1/2004,5,21,"207,314",1,1,3,46.0
5/1/2004,5,22,"198,959",1,1,3,46.0
5/1/2004,5,23,"185,566",1,1,3,45.0
5/1/2004,5,24,"171,937",1,1,3,43.0
6/1/2004,6,1,"165,796",1,2,3,43.0
6/1/2004,6,2,"165,848",1,2,3,43.0
6/1/2004,6,3,"164,949",1,2,3,41.0
6/1/2004,6,4,"166,780",1,2,3,40.0
6/1/2004,6,5,"173,254",1,2,3,38.0
6/1/2004,6,6,"190,428",1,2,3,36.0
6/1/2004,6,7,"216,332",1,2,3,35.0
6/1/2004,6,8,"230,020",1,2,3,33.0
6/1/2004,6,9,"223,012",1,2,3,34.0
6/1/2004,6,10,"220,461",1,2,3,33.0
6/1/2004,6,11,"217,440",1,2,3,38.0
6/1/2004,6,12,"212,633",1,2,3,40.0
6/1/2004,6,13,"211,258",1,2,3,39.0
6/1/2004,6,14,"210,310",1,2,3,40.0
6/1/2004,6,15,"208,107",1,2,3,40.0
6/1/2004,6,16,"208,276",1,2,3,41.0
6/1/2004,6,17,"218,984",1,2,3,40.0
6/1/2004,6,18,"246,577",1,2,3,36.0
6/1/2004,6,19,"251,840",1,2,3,37.0
6/1/2004,6,20,"252,518",1,2,3,36.0
6/1/2004,6,21,"249,231",1,2,3,32.0
6/1/2004,6,22,"242,959",1,2,3,29.0
6/1/2004,6,23,"230,760",1,2,3,28.0
6/1/2004,6,24,"218,549",1,2,3,27.0
7/1/2004,7,1,"215,847",1,3,3,25.0
7/1/2004,7,2,"215,868",1,3,3,25.0
7/1/2004,7,3,"216,168",1,3,3,23.0
7/1/2004,7,4,"220,300",1,3,3,22.0
7/1/2004,7,5,"226,864",1,3,3,22.0
7/1/2004,7,6,"243,596",1,3,3,21.0
7/1/2004,7,7,"270,033",1,3,3,20.0
7/1/2004,7,8,"279,022",1,3,3,20.0
7/1/2004,7,9,"266,913",1,3,3,20.0
7/1/2004,7,10,"258,082",1,3,3,20.0
7/1/2004,7,11,"252,719",1,3,3,22.0
7/1/2004,7,12,"244,608",1,3,3,24.0
7/1/2004,7,13,"237,134",1,3,3,25.0
7/1/2004,7,14,"231,591",1,3,3,27.0
7/1/2004,7,15,"227,754",1,3,3,27.0
7/1/2004,7,16,"228,988",1,3,3,28.0
7/1/2004,7,17,"236,334",1,3,3,28.0
7/1/2004,7,18,"262,750",1,3,3,28.0
7/1/2004,7,19,"262,056",1,3,3,26.0
7/1/2004,7,20,"262,421",1,3,3,24.0
7/1/2004,7,21,"259,736",1,3,3,24.0
7/1/2004,7,22,"247,342",1,3,3,26.0
7/1/2004,7,23,"232,426",1,3,3,22.0
7/1/2004,7,24,"218,473",1,3,3,20.0
8/1/2004,8,1,"216,198",1,4,3,21.0
8/1/2004,8,2,"213,687",1,4,3,20.0
8/1/2004,8,3,"214,002",1,4,3,20.0
8/1/2004,8,4,"216,060",1,4,3,19.0
8/1/2004,8,5,"222,343",1,4,3,18.0
8/1/2004,8,6,"238,482",1,4,3,20.0
8/1/2004,8,7,"261,500",1,4,3,19.0
8/1/2004,8,8,"275,454",1,4,3,20.0
8/1/2004,8,9,"262,827",1,4,3,19.0
8/1/2004,8,10,"251,921",1,4,3,21.0
8/1/2004,8,11,"243,388",1,4,3,28.0
8/1/2004,8,12,"237,063",1,4,3,31.0
8/1/2004,8,13,"234,471",1,4,3,31.0
8/1/2004,8,14,"232,194",1,4,3,33.0
8/1/2004,8,15,"230,583",1,4,3,33.0
8/1/2004,8,16,"231,080",1,4,3,33.0
8/1/2004,8,17,"237,070",1,4,3,33.0
8/1/2004,8,18,"250,244",1,4,3,32.0
8/1/2004,8,19,"249,604",1,4,3,31.0
8/1/2004,8,20,"247,134",1,4,3,31.0
8/1/2004,8,21,"240,626",1,4,3,29.0
8/1/2004,8,22,"227,712",1,4,3,30.0
8/1/2004,8,23,"211,399",1,4,3,30.0
8/1/2004,8,24,"197,099",1,4,3,32.0
9/1/2004,9,1,"189,783",1,5,3,31.0
9/1/2004,9,2,"185,088",1,5,3,31.0
9/1/2004,9,3,"185,929",1,5,3,31.0
9/1/2004,9,4,"186,469",1,5,3,31.0
9/1/2004,9,5,"193,817",1,5,3,31.0
9/1/2004,9,6,"207,517",1,5,3,30.0
9/1/2004,9,7,"229,233",1,5,3,29.0
9/1/2004,9,8,"239,134",1,5,3,29.0
9/1/2004,9,9,"240,597",1,5,3,30.0
9/1/2004,9,10,"240,261",1,5,3,29.0
9/1/2004,9,11,"235,977",1,5,3,30.0
9/1/2004,9,12,"231,755",1,5,3,30.0
9/1/2004,9,13,"225,676",1,5,3,30.0
9/1/2004,9,14,"223,152",1,5,3,31.0
9/1/2004,9,15,"217,862",1,5,3,31.0
9/1/2004,9,16,"219,190",1,5,3,30.0
9/1/2004,9,17,"220,575",1,5,3,30.0
9/1/2004,9,18,"241,101",1,5,3,29.0
9/1/2004,9,19,"244,389",1,5,3,27.0
9/1/2004,9,20,"242,188",1,5,3,25.0
9/1/2004,9,21,"239,753",1,5,3,23.0
9/1/2004,9,22,"237,064",1,5,3,22.0
9/1/2004,9,23,"231,325",1,5,3,20.0
9/1/2004,9,24,"219,576",1,5,3,18.0
10/1/2004,10,1,"216,809",1,6,3,16.0
10/1/2004,10,2,"216,904",1,6,3,16.0
10/1/2004,10,3,"219,213",1,6,3,14.0
10/1/2004,10,4,"221,514",1,6,3,12.0
10/1/2004,10,5,"225,756",1,6,3,11.0
10/1/2004,10,6,"235,426",1,6,3,11.0
10/1/2004,10,7,"245,548",1,6,3,9.0
10/1/2004,10,8,"256,871",1,6,3,9.0
10/1/2004,10,9,"268,848",1,6,3,8.0
10/1/2004,10,10,"269,031",1,6,3,9.0
10/1/2004,10,11,"267,515",1,6,3,9.0
10/1/2004,10,12,"251,559",1,6,3,11.0
10/1/2004,10,13,"242,026",1,6,3,13.0
10/1/2004,10,14,"232,736",1,6,3,14.0
10/1/2004,10,15,"226,161",1,6,3,17.0
10/1/2004,10,16,"222,702",1,6,3,17.0
10/1/2004,10,17,"230,870",1,6,3,17.0
10/1/2004,10,18,"253,535",1,6,3,17.0
10/1/2004,10,19,"256,955",1,6,3,15.0
10/1/2004,10,20,"252,964",1,6,3,14.0
10/1/2004,10,21,"251,183",1,6,3,13.0
10/1/2004,10,22,"246,794",1,6,3,12.0
10/1/2004,10,23,"237,697",1,6,3,12.0
10/1/2004,10,24,"225,775",1,6,3,11.0
11/1/2004,11,1,"221,533",1,7,3,10.0
11/1/2004,11,2,"219,597",1,7,3,10.0
11/1/2004,11,3,"220,318",1,7,3,11.0
11/1/2004,11,4,"221,693",1,7,3,10.0
11/1/2004,11,5,"223,879",1,7,3,9.0
11/1/2004,11,6,"233,305",1,7,3,9.0
11/1/2004,11,7,"241,579",1,7,3,9.0
11/1/2004,11,8,"252,933",1,7,3,9.0
11/1/2004,11,9,"260,677",1,7,3,8.0
11/1/2004,11,10,"254,783",1,7,3,10.0
11/1/2004,11,11,"242,171",1,7,3,17.0
11/1/2004,11,12,"234,555",1,7,3,19.0
11/1/2004,11,13,"226,669",1,7,3,22.0
11/1/2004,11,14,"212,961",1,7,3,24.0
11/1/2004,11,15,"207,088",1,7,3,26.0
11/1/2004,11,16,"211,159",1,7,3,27.0
11/1/2004,11,17,"218,369",1,7,3,27.0
11/1/2004,11,18,"233,991",1,7,3,26.0
11/1/2004,11,19,"233,941",1,7,3,26.0
11/1/2004,11,20,"232,645",1,7,3,24.0
11/1/2004,11,21,"228,779",1,7,3,25.0
11/1/2004,11,22,"218,161",1,7,3,25.0
11/1/2004,11,23,"204,584",1,7,3,27.0
11/1/2004,11,24,"190,518",1,7,3,28.0
12/1/2004,12,1,"185,838",1,1,3,29.0
12/1/2004,12,2,"180,979",1,1,3,30.0
12/1/2004,12,3,"183,684",1,1,3,30.0
12/1/2004,12,4,"186,936",1,1,3,31.0
12/1/2004,12,5,"194,251",1,1,3,31.0
12/1/2004,12,6,"209,199",1,1,3,32.0
12/1/2004,12,7,"234,677",1,1,3,32.0
12/1/2004,12,8,"245,498",1,1,3,31.0
12/1/2004,12,9,"229,665",1,1,3,31.0
12/1/2004,12,10,"220,865",1,1,3,31.0
12/1/2004,12,11,"214,701",1,1,3,35.0
12/1/2004,12,12,"206,494",1,1,3,38.0
12/1/2004,12,13,"203,266",1,1,3,42.0
12/1/2004,12,14,"198,275",1,1,3,46.0
12/1/2004,12,15,"194,786",1,1,3,50.0
12/1/2004,12,16,"195,429",1,1,3,50.0
12/1/2004,12,17,"200,932",1,1,3,48.0
12/1/2004,12,18,"215,912",1,1,3,47.0
12/1/2004,12,19,"221,236",1,1,3,45.0
12/1/2004,12,20,"218,157",1,1,3,44.0
12/1/2004,12,21,"212,215",1,1,3,44.0
12/1/2004,12,22,"201,760",1,1,3,42.0
12/1/2004,12,23,"187,682",1,1,3,44.0
12/1/2004,12,24,"170,810",1,1,3,44.0
13/1/2004,13,1,"167,264",1,2,3,40.0
13/1/2004,13,2,"163,913",1,2,3,39.0
13/1/2004,13,3,"166,291",1,2,3,38.0
13/1/2004,13,4,"168,242",1,2,3,35.0
13/1/2004,13,5,"178,790",1,2,3,37.0
13/1/2004,13,6,"194,968",1,2,3,33.0
13/1/2004,13,7,"221,658",1,2,3,31.0
13/1/2004,13,8,"236,523",1,2,3,33.0
13/1/2004,13,9,"224,170",1,2,3,34.0
13/1/2004,13,10,"212,584",1,2,3,36.0
13/1/2004,13,11,"203,007",1,2,3,40.0
13/1/2004,13,12,"198,374",1,2,3,46.0
13/1/2004,13,13,"198,575",1,2,3,47.0
13/1/2004,13,14,"196,516",1,2,3,49.0
13/1/2004,13,15,"194,417",1,2,3,50.0
13/1/2004,13,16,"194,032",1,2,3,51.0
13/1/2004,13,17,"203,691",1,2,3,49.0
13/1/2004,13,18,"225,678",1,2,3,47.0
13/1/2004,13,19,"230,880",1,2,3,44.0
13/1/2004,13,20,"229,867",1,2,3,39.0
13/1/2004,13,21,"228,156",1,2,3,38.0
13/1/2004,13,22,"216,679",1,2,3,37.0
13/1/2004,13,23,"204,244",1,2,3,34.0
13/1/2004,13,24,"191,271",1,2,3,34.0
14/1/2004,14,1,"186,324",1,3,3,31.0
14/1/2004,14,2,"185,602",1,3,3,30.0
14/1/2004,14,3,"185,100",1,3,3,28.0
14/1/2004,14,4,"187,363",1,3,3,27.0
14/1/2004,14,5,"196,355",1,3,3,26.0
14/1/2004,14,6,"208,550",1,3,3,24.0
14/1/2004,14,7,"235,188",1,3,3,23.0
14/1/2004,14,8,"250,151",1,3,3,22.0
14/1/2004,14,9,"235,726",1,3,3,20.0
14/1/2004,14,10,"227,512",1,3,3,22.0
14/1/2004,14,11,"221,251",1,3,3,24.0
14/1/2004,14,12,"217,095",1,3,3,25.0
14/1/2004,14,13,"213,146",1,3,3,27.0
14/1/2004,14,14,"208,792",1,3,3,27.0
14/1/2004,14,15,"206,844",1,3,3,28.0
14/1/2004,14,16,"210,469",1,3,3,29.0
14/1/2004,14,17,"218,142",1,3,3,27.0
14/1/2004,14,18,"236,046",1,3,3,26.0
14/1/2004,14,19,"239,163",1,3,3,26.0
14/1/2004,14,20,"237,183",1,3,3,26.0
14/1/2004,14,21,"235,678",1,3,3,28.0
