date,hour,weekday,month,load,Temp
1/1/2004,1,4,1,484.0,45.0
1/1/2004,2,4,1,457.0,43.0
1/1/2004,3,4,1,450.0,41.0
1/1/2004,4,4,1,448.0,37.0
1/1/2004,5,4,1,444.0,33.0
1/1/2004,6,4,1,490.0,32.0
1/1/2004,7,4,1,523.0,30.0
1/1/2004,8,4,1,581.0,29.0
1/1/2004,9,4,1,612.0,30.0
1/1/2004,10,4,1,633.0,41.0
1/1/2004,11,4,1,633.0,49.0
1/1/2004,12,4,1,599.0,54.0
1/1/2004,13,4,1,559.0,58.0
1/1/2004,14,4,1,546.0,59.0
1/1/2004,15,4,1,526.0,60.0
1/1/2004,16,4,1,507.0,60.0
1/1/2004,17,4,1,560.0,57.0
1/1/2004,18,4,1,619.0,51.0
1/1/2004,19,4,1,693.0,46.0
1/1/2004,20,4,1,663.0,43.0
1/1/2004,21,4,1,637.0,40.0
1/1/2004,22,4,1,605.0,37.0
1/1/2004,23,4,1,550.0,39.0
1/1/2004,24,4,1,522.0,42.0
2/1/2004,1,5,1,461.0,42.0
2/1/2004,2,5,1,438.0,44.0
2/1/2004,3,5,1,447.0,45.0
2/1/2004,4,5,1,439.0,45.0
2/1/2004,5,5,1,448.0,46.0
2/1/2004,6,5,1,485.0,46.0
2/1/2004,7,5,1,534.0,48.0
2/1/2004,8,5,1,549.0,48.0
2/1/2004,9,5,1,573.0,49.0
2/1/2004,10,5,1,616.0,50.0
2/1/2004,11,5,1,599.0,53.0
2/1/2004,12,5,1,556.0,55.0
2/1/2004,13,5,1,587.0,57.0
2/1/2004,14,5,1,559.0,58.0
2/1/2004,15,5,1,522.0,60.0
2/1/2004,16,5,1,490.0,62.0
2/1/2004,17,5,1,504.0,61.0
2/1/2004,18,5,1,584.0,54.0
2/1/2004,19,5,1,630.0,50.0
2/1/2004,20,5,1,634.0,46.0
2/1/2004,21,5,1,585.0,48.0
2/1/2004,22,5,1,602.0,48.0
2/1/2004,23,5,1,553.0,48.0
2/1/2004,24,5,1,481.0,48.0
3/1/2004,1,6,1,423.0,48.0
3/1/2004,2,6,1,406.0,48.0
3/1/2004,3,6,1,396.0,47.0
3/1/2004,4,6,1,379.0,49.0
3/1/2004,5,6,1,378.0,49.0
3/1/2004,6,6,1,403.0,49.0
3/1/2004,7,6,1,450.0,49.0
3/1/2004,8,6,1,474.0,49.0
3/1/2004,9,6,1,557.0,50.0
3/1/2004,10,6,1,561.0,53.0
3/1/2004,11,6,1,544.0,59.0
3/1/2004,12,6,1,489.0,63.0
3/1/2004,13,6,1,471.0,70.0
3/1/2004,14,6,1,437.0,72.0
3/1/2004,15,6,1,413.0,73.0
3/1/2004,16,6,1,397.0,73.0
3/1/2004,17,6,1,437.0,72.0
3/1/2004,18,6,1,516.0,68.0
3/1/2004,19,6,1,529.0,65.0
3/1/2004,20,6,1,545.0,63.0
3/1/2004,21,6,1,503.0,62.0
3/1/2004,22,6,1,488.0,62.0
3/1/2004,23,6,1,452.0,62.0
3/1/2004,24,6,1,387.0,62.0
4/1/2004,1,7,1,331.0,62.0
4/1/2004,2,7,1,316.0,62.0
