date,hour,weekday,month,load,Temp
1/1/2004,1,4,1,6829.0,42.0
1/1/2004,2,4,1,6596.0,42.0
1/1/2004,3,4,1,6525.0,40.0
1/1/2004,4,4,1,6654.0,39.0
1/1/2004,5,4,1,6977.0,40.0
1/1/2004,6,4,1,7330.0,41.0
1/1/2004,7,4,1,7795.0,38.0
1/1/2004,8,4,1,8303.0,33.0
1/1/2004,9,4,1,9190.0,36.0
1/1/2004,10,4,1,9516.0,43.0
1/1/2004,11,4,1,9414.0,47.0
1/1/2004,12,4,1,8915.0,50.0
1/1/2004,13,4,1,8318.0,51.0
1/1/2004,14,4,1,7432.0,51.0
1/1/2004,15,4,1,6858.0,52.0
1/1/2004,16,4,1,6635.0,51.0
1/1/2004,17,4,1,7220.0,50.0
1/1/2004,18,4,1,8658.0,47.0
1/1/2004,19,4,1,9179.0,39.0
1/1/2004,20,4,1,9105.0,39.0
1/1/2004,21,4,1,8771.0,34.0
1/1/2004,22,4,1,8222.0,33.0
1/1/2004,23,4,1,7305.0,31.0
1/1/2004,24,4,1,6336.0,33.0
2/1/2004,1,5,1,5903.0,36.0
2/1/2004,2,5,1,5678.0,36.0
2/1/2004,3,5,1,5719.0,40.0
2/1/2004,4,5,1,5735.0,42.0
2/1/2004,5,5,1,5961.0,42.0
2/1/2004,6,5,1,6480.0,43.0
2/1/2004,7,5,1,7069.0,45.0
2/1/2004,8,5,1,7713.0,44.0
2/1/2004,9,5,1,8100.0,43.0
2/1/2004,10,5,1,8143.0,42.0
2/1/2004,11,5,1,7998.0,44.0
2/1/2004,12,5,1,7648.0,44.0
2/1/2004,13,5,1,7116.0,45.0
2/1/2004,14,5,1,6802.0,47.0
2/1/2004,15,5,1,6656.0,48.0
2/1/2004,16,5,1,6245.0,49.0
2/1/2004,17,5,1,6617.0,49.0
2/1/2004,18,5,1,8193.0,46.0
2/1/2004,19,5,1,8713.0,42.0
2/1/2004,20,5,1,8611.0,42.0
2/1/2004,21,5,1,8382.0,42.0
2/1/2004,22,5,1,7853.0,41.0
2/1/2004,23,5,1,7160.0,42.0
2/1/2004,24,5,1,6324.0,39.0
3/1/2004,1,6,1,5650.0,41.0
3/1/2004,2,6,1,5353.0,41.0
3/1/2004,3,6,1,5287.0,43.0
3/1/2004,4,6,1,5246.0,43.0
3/1/2004,5,6,1,5317.0,45.0
3/1/2004,6,6,1,5601.0,45.0
3/1/2004,7,6,1,6095.0,46.0
3/1/2004,8,6,1,6966.0,45.0
3/1/2004,9,6,1,7903.0,45.0
3/1/2004,10,6,1,7941.0,49.0
3/1/2004,11,6,1,7716.0,52.0
3/1/2004,12,6,1,7155.0,57.0
3/1/2004,13,6,1,6607.0,62.0
3/1/2004,14,6,1,6120.0,65.0
3/1/2004,15,6,1,5667.0,67.0
3/1/2004,16,6,1,5576.0,67.0
3/1/2004,17,6,1,6139.0,63.0
3/1/2004,18,6,1,7206.0,61.0
3/1/2004,19,6,1,7681.0,58.0
3/1/2004,20,6,1,7366.0,56.0
3/1/2004,21,6,1,6938.0,58.0
3/1/2004,22,6,1,6395.0,60.0
3/1/2004,23,6,1,5700.0,59.0
3/1/2004,24,6,1,4920.0,59.0
4/1/2004,1,7,1,4155.0,58.0
4/1/2004,2,7,1,3835.0,57.0
4/1/2004,3,7,1,3697.0,58.0
4/1/2004,4,7,1,3663.0,58.0
4/1/2004,5,7,1,3632.0,59.0
4/1/2004,6,7,1,3815.0,59.0
4/1/2004,7,7,1,4160.0,58.0
4/1/2004,8,7,1,5026.0,58.0
4/1/2004,9,7,1,6199.0,57.0
4/1/2004,10,7,1,6851.0,59.0
4/1/2004,11,7,1,6582.0,62.0
4/1/2004,12,7,1,6302.0,63.0
4/1/2004,13,7,1,6108.0,66.0
4/1/2004,14,7,1,5909.0,65.0
4/1/2004,15,7,1,5750.0,65.0
4/1/2004,16,7,1,5840.0,65.0
4/1/2004,17,7,1,6417.0,64.0
4/1/2004,18,7,1,7610.0,56.0
4/1/2004,19,7,1,8045.0,51.0
4/1/2004,20,7,1,7699.0,49.0
4/1/2004,21,7,1,7245.0,48.0
4/1/2004,22,7,1,6265.0,48.0
4/1/2004,23,7,1,5341.0,47.0
4/1/2004,24,7,1,4538.0,46.0
5/1/2004,1,1,1,4082.0,46.0
5/1/2004,2,1,1,3917.0,45.0
5/1/2004,3,1,1,4004.0,44.0
5/1/2004,4,1,1,4286.0,44.0
5/1/2004,5,1,1,4760.0,44.0
5/1/2004,6,1,1,5720.0,44.0
5/1/2004,7,1,1,7214.0,44.0
5/1/2004,8,1,1,7198.0,44.0
5/1/2004,9,1,1,6796.0,44.0
5/1/2004,10,1,1,6832.0,44.0
5/1/2004,11,1,1,6895.0,45.0
5/1/2004,12,1,1,6746.0,46.0
5/1/2004,13,1,1,6713.0,46.0
5/1/2004,14,1,1,6557.0,46.0
5/1/2004,15,1,1,6484.0,47.0
5/1/2004,16,1,1,6596.0,47.0
5/1/2004,17,1,1,7365.0,48.0
5/1/2004,18,1,1,8502.0,47.0
5/1/2004,19,1,1,9053.0,46.0
5/1/2004,20,1,1,9053.0,46.0
5/1/2004,21,1,1,8703.0,46.0
5/1/2004,22,1,1,7992.0,45.0
5/1/2004,23,1,1,7029.0,44.0
5/1/2004,24,1,1,6316.0,43.0
6/1/2004,1,2,1,5783.0,42.0
6/1/2004,2,2,1,5632.0,41.0
6/1/2004,3,2,1,5727.0,40.0
6/1/2004,4,2,1,5949.0,39.0
6/1/2004,5,2,1,6492.0,37.0
6/1/2004,6,2,1,7675.0,36.0
6/1/2004,7,2,1,9100.0,35.0
6/1/2004,8,2,1,8992.0,34.0
6/1/2004,9,2,1,7801.0,35.0
6/1/2004,10,2,1,8031.0,37.0
6/1/2004,11,2,1,7970.0,39.0
6/1/2004,12,2,1,7686.0,40.0
6/1/2004,13,2,1,7653.0,41.0
6/1/2004,14,2,1,7031.0,40.0
6/1/2004,15,2,1,7047.0,41.0
6/1/2004,16,2,1,7214.0,41.0
6/1/2004,17,2,1,8489.0,40.0
6/1/2004,18,2,1,10642.0,38.0
6/1/2004,19,2,1,11775.0,35.0
6/1/2004,20,2,1,11927.0,33.0
6/1/2004,21,2,1,11693.0,31.0
6/1/2004,22,2,1,10841.0,28.0
6/1/2004,23,2,1,9874.0,27.0
6/1/2004,24,2,1,9116.0,26.0
7/1/2004,1,3,1,8842.0,24.0
7/1/2004,2,3,1,8820.0,24.0
7/1/2004,3,3,1,9018.0,23.0
7/1/2004,4,3,1,9426.0,22.0
7/1/2004,5,3,1,10208.0,22.0
7/1/2004,6,3,1,11447.0,22.0
7/1/2004,7,3,1,12948.0,20.0
7/1/2004,8,3,1,12832.0,20.0
7/1/2004,9,3,1,11272.0,20.0
7/1/2004,10,3,1,10633.0,22.0
7/1/2004,11,3,1,9688.0,23.0
7/1/2004,12,3,1,8911.0,24.0
7/1/2004,13,3,1,8658.0,25.0
7/1/2004,14,3,1,8206.0,27.0
7/1/2004,15,3,1,7834.0,27.0
7/1/2004,16,3,1,8045.0,28.0
7/1/2004,17,3,1,9143.0,28.0
7/1/2004,18,3,1,10945.0,28.0
7/1/2004,19,3,1,11324.0,26.0
7/1/2004,20,3,1,11627.0,26.0
7/1/2004,21,3,1,12443.0,25.0
7/1/2004,22,3,1,11494.0,24.0
7/1/2004,23,3,1,10285.0,24.0
7/1/2004,24,3,1,9426.0,23.0
8/1/2004,1,4,1,9252.0,23.0
8/1/2004,2,4,1,9452.0,24.0
8/1/2004,3,4,1,9812.0,23.0
8/1/2004,4,4,1,10211.0,24.0
8/1/2004,5,4,1,11142.0,24.0
8/1/2004,6,4,1,12392.0,25.0
8/1/2004,7,4,1,13674.0,26.0
8/1/2004,8,4,1,12997.0,25.0
8/1/2004,9,4,1,12342.0,25.0
8/1/2004,10,4,1,11899.0,28.0
8/1/2004,11,4,1,10146.0,30.0
8/1/2004,12,4,1,9557.0,32.0
8/1/2004,13,4,1,9107.0,31.0
8/1/2004,14,4,1,8867.0,32.0
8/1/2004,15,4,1,8746.0,33.0
8/1/2004,16,4,1,8902.0,33.0
8/1/2004,17,4,1,9800.0,32.0
8/1/2004,18,4,1,10888.0,31.0
8/1/2004,19,4,1,11496.0,31.0
8/1/2004,20,4,1,11427.0,31.0
8/1/2004,21,4,1,10959.0,30.0
8/1/2004,22,4,1,9882.0,30.0
8/1/2004,23,4,1,8836.0,30.0
8/1/2004,24,4,1,7834.0,30.0
9/1/2004,1,5,1,7300.0,31.0
9/1/2004,2,5,1,7253.0,31.0
9/1/2004,3,5,1,7303.0,31.0
9/1/2004,4,5,1,7754.0,31.0
9/1/2004,5,5,1,8368.0,31.0
9/1/2004,6,5,1,9393.0,31.0
9/1/2004,7,5,1,10075.0,29.0
9/1/2004,8,5,1,10319.0,29.0
9/1/2004,9,5,1,10138.0,28.0
9/1/2004,10,5,1,10094.0,28.0
9/1/2004,11,5,1,9990.0,30.0
9/1/2004,12,5,1,9820.0,31.0
9/1/2004,13,5,1,9626.0,31.0
9/1/2004,14,5,1,9083.0,31.0
9/1/2004,15,5,1,9037.0,31.0
9/1/2004,16,5,1,9097.0,29.0
9/1/2004,17,5,1,9655.0,28.0
9/1/2004,18,5,1,11121.0,26.0
9/1/2004,19,5,1,11691.0,24.0
9/1/2004,20,5,1,11683.0,23.0
9/1/2004,21,5,1,11430.0,20.0
9/1/2004,22,5,1,11225.0,20.0
9/1/2004,23,5,1,10612.0,18.0
9/1/2004,24,5,1,10299.0,17.0
10/1/2004,1,6,1,10189.0,15.0
10/1/2004,2,6,1,10349.0,14.0
10/1/2004,3,6,1,10735.0,12.0
10/1/2004,4,6,1,11217.0,11.0
10/1/2004,5,6,1,11625.0,10.0
10/1/2004,6,6,1,12238.0,10.0
10/1/2004,7,6,1,13010.0,8.0
10/1/2004,8,6,1,14156.0,8.0
10/1/2004,9,6,1,14222.0,8.0
10/1/2004,10,6,1,13417.0,9.0
10/1/2004,11,6,1,14104.0,10.0
10/1/2004,12,6,1,12904.0,12.0
10/1/2004,13,6,1,11786.0,14.0
10/1/2004,14,6,1,11168.0,15.0
10/1/2004,15,6,1,10784.0,16.0
10/1/2004,16,6,1,10638.0,17.0
10/1/2004,17,6,1,11301.0,17.0
10/1/2004,18,6,1,12939.0,16.0
10/1/2004,19,6,1,13213.0,15.0
10/1/2004,20,6,1,13320.0,13.0
10/1/2004,21,6,1,14451.0,13.0
10/1/2004,22,6,1,14041.0,13.0
10/1/2004,23,6,1,13249.0,12.0
10/1/2004,24,6,1,12695.0,12.0
11/1/2004,1,7,1,12646.0,12.0
11/1/2004,2,7,1,12827.0,11.0
11/1/2004,3,7,1,12962.0,11.0
11/1/2004,4,7,1,13307.0,10.0
11/1/2004,5,7,1,13715.0,10.0
11/1/2004,6,7,1,14137.0,10.0
11/1/2004,7,7,1,14854.0,9.0
11/1/2004,8,7,1,16238.0,9.0
11/1/2004,9,7,1,16545.0,9.0
11/1/2004,10,7,1,15181.0,14.0
11/1/2004,11,7,1,13657.0,18.0
11/1/2004,12,7,1,12512.0,20.0
11/1/2004,13,7,1,11754.0,24.0
11/1/2004,14,7,1,10649.0,25.0
11/1/2004,15,7,1,10121.0,27.0
11/1/2004,16,7,1,10049.0,27.0
11/1/2004,17,7,1,11176.0,27.0
11/1/2004,18,7,1,12118.0,26.0
11/1/2004,19,7,1,12643.0,26.0
11/1/2004,20,7,1,12128.0,24.0
11/1/2004,21,7,1,11811.0,26.0
11/1/2004,22,7,1,10880.0,26.0
11/1/2004,23,7,1,9671.0,28.0
11/1/2004,24,7,1,8789.0,29.0
12/1/2004,1,1,1,8319.0,30.0
12/1/2004,2,1,1,8157.0,30.0
12/1/2004,3,1,1,8322.0,30.0
12/1/2004,4,1,1,8670.0,31.0
12/1/2004,5,1,1,9557.0,31.0
12/1/2004,6,1,1,10705.0,31.0
12/1/2004,7,1,1,12335.0,31.0
12/1/2004,8,1,1,12447.0,31.0
12/1/2004,9,1,1,11230.0,29.0
12/1/2004,10,1,1,9797.0,33.0
12/1/2004,11,1,1,8588.0,37.0
12/1/2004,12,1,1,7768.0,41.0
12/1/2004,13,1,1,7021.0,44.0
12/1/2004,14,1,1,6366.0,46.0
12/1/2004,15,1,1,6246.0,49.0
12/1/2004,16,1,1,6533.0,49.0
12/1/2004,17,1,1,7297.0,46.0
12/1/2004,18,1,1,8726.0,46.0
12/1/2004,19,1,1,9601.0,44.0
12/1/2004,20,1,1,9704.0,45.0
12/1/2004,21,1,1,9196.0,45.0
12/1/2004,22,1,1,8444.0,45.0
12/1/2004,23,1,1,7443.0,44.0
12/1/2004,24,1,1,6601.0,44.0
13/1/2004,1,2,1,6204.0,42.0
13/1/2004,2,2,1,6281.0,42.0
13/1/2004,3,2,1,6539.0,40.0
13/1/2004,4,2,1,7034.0,35.0
13/1/2004,5,2,1,7741.0,35.0
13/1/2004,6,2,1,8929.0,36.0
13/1/2004,7,2,1,10261.0,31.0
13/1/2004,8,2,1,10348.0,32.0
13/1/2004,9,2,1,8952.0,33.0
13/1/2004,10,2,1,7902.0,40.0
13/1/2004,11,2,1,7212.0,42.0
13/1/2004,12,2,1,6506.0,44.0
13/1/2004,13,2,1,6087.0,49.0
13/1/2004,14,2,1,5719.0,50.0
13/1/2004,15,2,1,5494.0,50.0
13/1/2004,16,2,1,5787.0,48.0
13/1/2004,17,2,1,6656.0,47.0
13/1/2004,18,2,1,8285.0,44.0
13/1/2004,19,2,1,9855.0,42.0
13/1/2004,20,2,1,10115.0,41.0
13/1/2004,21,2,1,9878.0,38.0
13/1/2004,22,2,1,9105.0,35.0
13/1/2004,23,2,1,8118.0,34.0
13/1/2004,24,2,1,7338.0,33.0
14/1/2004,1,3,1,7037.0,30.0
14/1/2004,2,3,1,7095.0,29.0
14/1/2004,3,3,1,7243.0,27.0
14/1/2004,4,3,1,7552.0,25.0
14/1/2004,5,3,1,8307.0,24.0
14/1/2004,6,3,1,9702.0,23.0
14/1/2004,7,3,1,11219.0,21.0
14/1/2004,8,3,1,11453.0,21.0
14/1/2004,9,3,1,10346.0,20.0
14/1/2004,10,3,1,9478.0,23.0
14/1/2004,11,3,1,9181.0,24.0
14/1/2004,12,3,1,8703.0,24.0
14/1/2004,13,3,1,8472.0,25.0
14/1/2004,14,3,1,7925.0,26.0
14/1/2004,15,3,1,7643.0,28.0
14/1/2004,16,3,1,7952.0,27.0
14/1/2004,17,3,1,8973.0,25.0
14/1/2004,18,3,1,10305.0,24.0
14/1/2004,19,3,1,11132.0,26.0
14/1/2004,20,3,1,11176.0,26.0
14/1/2004,21,3,1,10729.0,28.0
14/1/2004,22,3,1,9743.0,29.0
14/1/2004,23,3,1,8588.0,30.0
14/1/2004,24,3,1,7710.0,32.0
15/1/2004,1,4,1,7191.0,33.0
15/1/2004,2,4,1,7236.0,35.0
15/1/2004,3,4,1,7199.0,36.0
15/1/2004,4,4,1,7453.0,35.0
15/1/2004,5,4,1,7984.0,33.0
15/1/2004,6,4,1,8966.0,31.0
15/1/2004,7,4,1,10327.0,26.0
15/1/2004,8,4,1,10553.0,23.0
15/1/2004,9,4,1,9848.0,20.0
15/1/2004,10,4,1,9373.0,19.0
15/1/2004,11,4,1,8571.0,19.0
15/1/2004,12,4,1,7995.0,20.0
15/1/2004,13,4,1,7650.0,22.0
15/1/2004,14,4,1,7277.0,24.0
15/1/2004,15,4,1,7214.0,26.0
15/1/2004,16,4,1,7606.0,26.0
15/1/2004,17,4,1,9001.0,26.0
15/1/2004,18,4,1,10428.0,24.0
15/1/2004,19,4,1,11381.0,23.0
15/1/2004,20,4,1,11612.0,22.0
15/1/2004,21,4,1,11639.0,22.0
15/1/2004,22,4,1,10885.0,21.0
15/1/2004,23,4,1,9957.0,21.0
15/1/2004,24,4,1,9253.0,20.0
16/1/2004,1,5,1,9050.0,17.0
16/1/2004,2,5,1,9100.0,15.0
16/1/2004,3,5,1,9311.0,13.0
16/1/2004,4,5,1,9752.0,13.0
16/1/2004,5,5,1,10449.0,13.0
16/1/2004,6,5,1,11864.0,13.0
16/1/2004,7,5,1,13217.0,13.0
16/1/2004,8,5,1,13143.0,13.0
16/1/2004,9,5,1,12591.0,15.0
16/1/2004,10,5,1,11264.0,17.0
16/1/2004,11,5,1,10364.0,19.0
16/1/2004,12,5,1,9631.0,22.0
16/1/2004,13,5,1,8946.0,24.0
16/1/2004,14,5,1,8464.0,26.0
16/1/2004,15,5,1,8118.0,27.0
16/1/2004,16,5,1,8091.0,28.0
16/1/2004,17,5,1,9033.0,27.0
16/1/2004,18,5,1,10516.0,26.0
16/1/2004,19,5,1,11356.0,26.0
16/1/2004,20,5,1,11482.0,25.0
16/1/2004,21,5,1,11091.0,24.0
16/1/2004,22,5,1,10872.0,24.0
16/1/2004,23,5,1,10234.0,23.0
16/1/2004,24,5,1,9535.0,22.0
17/1/2004,1,6,1,9185.0,22.0
17/1/2004,2,6,1,9094.0,22.0
17/1/2004,3,6,1,9162.0,22.0
17/1/2004,4,6,1,9395.0,22.0
17/1/2004,5,6,1,9752.0,21.0
17/1/2004,6,6,1,10171.0,20.0
17/1/2004,7,6,1,11041.0,20.0
17/1/2004,8,6,1,11978.0,20.0
17/1/2004,9,6,1,12189.0,20.0
17/1/2004,10,6,1,11751.0,22.0
17/1/2004,11,6,1,10986.0,26.0
17/1/2004,12,6,1,10181.0,29.0
17/1/2004,13,6,1,9590.0,31.0
17/1/2004,14,6,1,9154.0,33.0
17/1/2004,15,6,1,8752.0,35.0
17/1/2004,16,6,1,8896.0,35.0
17/1/2004,17,6,1,9516.0,34.0
17/1/2004,18,6,1,10206.0,33.0
17/1/2004,19,6,1,10428.0,32.0
17/1/2004,20,6,1,9990.0,31.0
17/1/2004,21,6,1,9505.0,31.0
17/1/2004,22,6,1,8954.0,31.0
17/1/2004,23,6,1,8436.0,29.0
